text,language
Die Alte Kapelle ist der noch erhaltene Chor der ehemaligen mittelalterlichen Kirche St,german
Auf dem Kirchberg westlich der Stadt steht der Bismarckturm der von dem Industriellen Carl Ferdinand von StummHalberg gestiftet wurde und eine Höhe von Metern hat,german
Vor Ort existieren insgesamt sechs Naturdenkmale darunter die Mammutbäume zwischen Landstuhl und Langwieden,german
Mit einer Höhe von mehr als Metern und einem Stammdurchmesser von mehr als Metern gehörensie zu den höchsten Bäumen in RheinlandPfalz,german
Sie wurden im Jahr von dem „Freiherrlich von Stummschen Oberförster Schütz angepflanzt,german
Außerdem befinden sich die Naturschutzgebiete MoorwiesenRinggasser Bruch und Östliche Pfälzer Moorniederung teilweise auf der Gemarkung von Landstuhl,german
Die Stadt beherbergt unter anderem den Fanfarenzug „Sickinger Herolde Landstuhl e,german
Zudem existieren der TuS Landstuhl und das Kindertheater Landstuhl das den Preis der Emichsburg des Pfälzischen Mundartdichterwettstreits gewann,german
Die Stadt ist Sitz der VRBank Westpfalz von Imfeld Busverkehr und des Klinikverbundes Nardini Klinikum,german
In Landstuhl befindet sich ein Zustellstützpunkt der Deutschen Post der den gesamten Landkreis Kaiserslautern abdeckt,german
Außerhalb der Stadt gibt es einen Unternehmenssitz der Unternehmensgruppe Liebherr,german
Des Weiteren befindet sich in Landstuhl ein Standort der BMW Euler Group der Marktführer im Bereich Verkauf von Kraftfahrzeugen der BMW in der Region Südwestpfalz,german
Im Industriegebiet hat die Hornbach Baustoff Union eine Niederlassung,german
Auch die Haber Textile Dienste GmbH und Torpedo Gruppe Torpedo Garage betreiben einzelne Standorte in Landstuhl,german
Auch McDonalds betreibt eine Filiale an der Stadtgrenze zu RamsteinMiesenbach,german
Im Jahr wurde die durch die Stadt führende Ludwigsbahn fertiggestellt,german
Der Öffentliche Nahverkehr ist in den Verkehrsverbund RheinNeckar VRN integriert,german
In Landstuhl zweigt die Bahnstrecke nach Kusel von der Bahnstrecke MannheimSaarbrücken ab letztere ging aus der Ludwigsbahn hervor,german
Intercity halten im Bahnhof Landstuhl nur noch selten diese wurden im Fahrplanwechsel weitgehend durch den RegionalExpress RE MannheimKoblenz ersetzt,german
Am Bahnhof halten unter anderem die Linien S und S der SBahn RheinNeckar,german
Die Landesstraße führt in NordSüdRichtung durch die Stadt und verläuft von GlanMünchweiler bis nach Steinalben,german
Die von Napoleon angelegte in WestOstRichtung verlaufende Kaiserstraße ist vor Ort mit der Landesstraße identisch,german
Die Landesstraßen und führen bis an die saarländische Grenze bei Zweibrücken,german
Die Landesstraße stellt eine Querachse zu den Landesstraßen und her,german
Die Kreisstraße führt in die Südliche Richtung bis an die Grenze zum Landkreis Südwestpfalz,german
Landstuhl ist durch die A Saarbrücken Waidhaus und A an das überregionale Straßennetz angebunden letztere passiert südlich der Stadt den Hörnchenbergtunnel,german
In unmittelbarer Nähe des Ortes liegt das Autobahnkreuz LandstuhlWest das sich bereits auf Gemarkung von RamsteinMiesenbach befindet,german
In der Stadt verkehrt der sogenannte SickingenBus der alle Stadtteile sowie die Innenstadt bedient,german
Viele Wanderwege führen durch den Ort oder nahe vorbei darunter die Nordroute der Pfälzer Jakobswege,german
Mitten durch die Stadt führen außerdem der mit einem roten Kreuz markierte Fernwanderweg FrankenHessenKurpfalz und der zu den sogenannten SaarRhein Wanderwegen zählende Weg mit der Kennzeichnung Schwarzer Punkt auf weißem Balken,german
Durch den Südwesten der Gemarkung verläuft ein solcher der mit einem grüngelben Kreuz markiert ist,german
Zudem führt der Sickinger Mühlenradweg durch Landstuhl,german
Darüber hinaus ist die Stadt nördlicher Endpunkt eines Mühlenwegs der durch das Wallhalbtal verläuft,german
In Landstuhl gibt es ein Amtsgericht das zum Landgerichts und OLGBezirk Zweibrücken gehört,german
In der Kleinstadt Landstuhl gibt es eine Polizeiinspektion die dem Polizeipräsidium Westpfalz angehört,german
Des Weiteren teils außerhalb gelegen gibt es Behördensitze der Agentur für Arbeit und des TÜV Rheinland zudem auch eine KFZZulassungsbehörde die für den gesamten Landkreis zuständig ist,german
Im Zentrum ist eine Außenstelle des Finanzamtes KuselLandstuhl gelegen,german
Seit gab es nordöstlich der Stadt den Militärflugplatz Landstuhl Air Base der Ende mit der benachbarten Ramstein Air Force Installation unter dem Namen RamsteinLandstuhl Air Base zusammengelegt und später in Ramstein Air Base umbenannt wurde,german
Die Streitkräfte der USA betreiben in Landstuhl oberhalb des eigentlichen Stadtkerns auf dem Kirchberg den MilitärkrankenhausKomplex Landstuhl Regional Medical Center LRMC mit Fachkliniken für Verwundungen aller Art,german
Es ist die größte Einrichtung ihrer Art außerhalb der USA,german
als Einrichtung zur Gesundheitsversorgung der vielen tausend Angehörigen der weitgefächerten Kaiserslautern Military Community,german
Seit etwa hat dieses strategische Bedeutung Bei fast allen militärischen Konflikten außerhalb der USA beispielsweise in Südosteuropa dem Nahen und dem Mittleren Osten ist das Militärkrankenhaus Landstuhl in jüngster Zeit für verwundete Militärangehörige die erste Station auf dem Weg zurück in die Vereinigten Staaten,german
Bereits im Golfkrieg sowie während der Einsätze im ehemaligen Jugoslawien Jugoslawienkriege wurden Verwundete in Landstuhl stabilisiert behandelt und gepflegt bevor sie zur Weiterbehandlung bzw,german
Es wurden hier auch Verwundete aus dem Irak siehe Irakkrieg und Afghanistan siehe ISAF behandelt,german
Das LRMC und die im Umkreis stationierten Streitkräfte sind Arbeitgeber für viele deutsche Zivilbeschäftigte in einer relativ strukturschwachen Region,german
Neben dem Landstuhl Regional Medical Center gibt es in Landstuhl noch die Satellitenkommunikationseinrichtung der US Army auf dem Breitenwald Sat Comm Site Breitenwald sowie einen HubschrauberLandeplatz Heliport ebendort,german
Landstuhl verfügt über folgende zehn Schulen mit über Schülerinnen und Schülern,german
Im Jahr konnte die Sozialpädagogische Fachschule der Diözese Speyer ihr jähriges Jubiläum feiern,german
Hier werden die beruflichen Ausbildungsbereiche Sozialassistenz Erziehung Heilpädagogik und Altenpflege angeboten,german
Organisatorisch eng verbunden ist die private berufsbildende Schule Haus Nazareth mit hauswirtschaftlichsozialpflegerischen und wirtschaftskundlichen Ausbildungsgängen,german
Im wirtschaftlichen Bereich ist auch der Erwerb des schulischen Teils der Fachhochschulreife möglich,german
Auf fast Jahre kann die katholisch geführte Realschule St,german
Am SickingenGymnasium früher noch Lateinschule Landstuhl genannt wurde schon Ludwig Thoma unterrichtet,german
Weiterhin befindet sich in Landstuhl ein Außenzweig der Berufsschule Kaiserslautern u,german
mit dem Fachbereich Pädagogik die Integrierte Gesamtschule Am Nanstein und Realschule hervorgegangen aus der staatlichen KonradAdenauerRealschule KARLA und der staatlichen FriedrichEbertHauptschule sowie dieJakobWeberSonderschule,german
Unter den Persönlichkeiten die zu Ehrenbürgern ernannt wurden gehört unter anderem der Architekt Rudolf von Perignon,german
Jahrhundert wurden in Landstuhl unter anderem der Kaufmann und Kunstsammler Joseph Benzino sowie der Kardinal Franziskus von Bettinger geboren,german
Bedingt durch das in der Stadt ansässige Landstuhl Regional Medical Center kamen in Landstuhl im,german
Jahrhundert viele USAmerikaner zur Welt deren Väter zeitweise in und um Kaiserslautern stationiert waren darunter der Schauspieler LeVar Burton der Musiker Rob Thomas der Basketballspieler Shawn Bradley und die Moderatorin Heather De Lisle,german
Bann BruchmühlbachMiesau EnkenbachAlsenborn Erzenhausen Eulenbis Fischbach Frankelbach Frankenstein Gerhardsbrunn Hauptstuhl Heiligenmoschel HirschhornPfalz Hochspeyer Hütschenhausen Katzweiler Kindsbach Kollweiler KottweilerSchwanden Krickenbach Lambsborn Landstuhl Langwieden Linden Mackenbach Martinshöhe Mehlbach Mehlingen Mittelbrunn Neuhemsbach Niederkirchen Niedermohr Oberarnbach Olsbrücken Otterbach Otterberg Queidersbach RamsteinMiesenbach ReichenbachSteegen Rodenbach Schallodenbach Schneckenhausen Schopp Schwedelbach Sembach Steinwenden Stelzenberg Sulzbachtal Trippstadt Waldleiningen Weilerbach,german
Epic Doom gelegentlich auch Power Doom genannt ist ein Musiksubgenre welches ab der Mitte der er Jahre durch eine wechselseitige Beeinflussung der Genres Power Metal und Doom Metal entstanden ist,german
In Abgrenzung zum Doom Metal weist der Epic Doom viele Merkmale auf die eher dem Power Metal zugeschrieben werden,german
Ein klarer und hoher Gesangsstil zum Teil Falsett eine klare Produktion den Einsatz von Keyboards oder Synthesizer um den Klang von Chören und symphonischen Instrumenten zu erzeugen sowie eine dominante weniger verzerrte Gitarre grenzen den Epic Doom vom klassischen Doom Metal der frühen Vertreter wie Black Sabbath Pentagram Black Widow oder Sorcery ab,german
Auch der Bass tritt weniger dominant in Erscheinung,german
„Bombastisch und majestätisch überzeichnet Epic Doom den Grundgedanken des Power Metals und verlangsamt ihn bis ins Schneckentempo,german
Gemeinhin wird der Stil an den frühen Veröffentlichungen der Bands Candlemass und Solitude Aeturnus festgemacht und anhand der musikalischen Ausprägung beider Bands beschrieben,german
Mitunter wird Messiah Marcolin dem zweiten Sänger von Candlemass eine besondere Bedeutung für die Entwicklung des Genres zugeschrieben,german
„Der MikroMagier beeindruckte durch seine glasklare hohe Stimme die einen fesselnden Kontrast zum bleischweren aber dennoch melodiösen MetalRiffing der Skandinavier bildete,german
In eine ähnlich epische aber noch depressivere Kerbe schlugen die Amerikaner Solitude Aeturnus mit IN THE DEPTH OF SORROW,german
Auch hier ist es der Gesang der der Band ihren Stempel aufdrückt Vokalist Rob Löwe sic braucht keine hymnischen Passagen um die Fans mitzureißen allein durch die Ausdrucksstärke und Leidenschaft seiner klaren Stimme vermittelt er das Gefühl von Trauer und Schmerz,german
Der inhaltliche und somit lyrische Schwerpunkt des Epic Doom liegt vornehmlich in einem Themenkomplex aus Mythologie und Fantasy,german
Noch bevor Candlemass mit ihrem Debütalbum dem Genre einen Namen und eine Ausrichtung gaben spielten einige wenige DoomMetalBands mit der Verbindung der NWoBHM insbesondere die Genrebegründer Black Sabbath legten nach ihrer Trennung von Ozzy Osbourne einen ersten Grundstein für den Epic Doom,german
Nachdem Black Sabbath sich schon zwischen und noch mit Ozzy Osbourne immer weiter von den Elementen des Bluesrock entfernten und versuchten ihren Klang zu perfektionieren nahm die Band nach dem Wechsel des Sängers und den neuen Aufnahmen mit Ronnie James Dio wesentliche Aspekte des Epic Dooms vorweg,german
„Heaven and Hell markiert durch seinen Sound … einen echten Meilenstein und die Mischung aus den typischen IommiRiffs mit stärkerer Betonung der epischen Momente sollte die weitere Geschichte des Metals definitiv prägen,german
Als weiterer Vorläufer des Genres werden die in den TapeTradingKreisen der er und er mit einem Kultstatus versehenen Pagan Altar mit ihrem Debüt Volume betrachtet,german
Pagan Altar nutzten nahezu alle dem Epic Doom später zugeschriebenen Merkmale blieben jedoch vorerst ohne Plattenvertrag und konnten so nur über Demokassetten Popularität erlangen,german
In den frühen er Jahren orientierten sich einige Interpreten des Heavy Metal entgegen den in dieser Zeit populäreren Spielweisen Speed Metal und New Wave of British Heavy Metal an Pentagram und Black Sabbath insbesondere in Tempo und Spielweise,german
Neben solchen Interpreten wie Witchfinder General Trouble Saint Vitus oder The Obsessed veröffentlichte die schwedische Band Candlemass ihr für den Epic Doom prägendes Debüt Epicus Doomicus Metallicus,german
Einige Jahre später gründeten sich vornehmlich in Europa Bands welche dem Stil des Albums entsprachen,german
Neben Forsaken und While Heaven Wept veröffentlichten so auch die Texaner Solitude Aeturnus ihr Debüt Into the Depths of Sorrow welche der Popularität des Genres zutrug,german
Solitude Aeternus fügten dem von Candlemass geprägten Sound noch die Technik des für den Doom Metal ungewöhnlichen DoublebassSpiels hinzu,german
Dementsprechend wurde der Band in den er Jahren die Fähigkeit zugesprochen „die träge und zähflüssige Power des Doom Metals geschickt mit Elementen modernen Metals zu verbinden,german
Seither ist das Genre aktiv und gehört zu den populärsten des Doom Metals vornehmlich bleibt es dabei europäisch dominiert,german
Doom Metal doom englisch für ‚Untergang oder ‚Unheil ist eine zu Beginn der erJahre aus dem Hard Rock entstandene Stilrichtung des Metal aus der sich seit den erJahren ein breites MusikGenre mit diversen Subgenres entwickelte,german
Als wegweisend für die auf Bluesrock Psychedelic Rock und Hard Rock aufbauende Musik gilt die Reduzierung des Tempos und das stark verzerrte tief gestimmte Gitarrenspiel,german
Die weiteren Grundzüge dieser Musik sind ein dem Bluesrock entlehnter Klargesang eine als erdig warm zugleich aber schwer und düster wahrgenommene Atmosphäre und eine zugängliche aus dem Bluesrock entlehnte Struktur der Musik,german
Inhaltlich blieb der Doom Metal dabei von Texten geprägt die von Trauer Angst und Hoffnungslosigkeit handelten,german
Das später als ProtoDoom von weiteren Entwicklungen des Doom Metal abgegrenzte UrGenre wurde ab dem Jahr durch die Gruppe Black Sabbath geprägt,german
Ihre ersten vier Studioalben werden als musikalische Ursprungswerke des Doom Metal und des Metal insgesamt bezeichnet,german
Neben Black Sabbath wird der American Doom Trinity aus Saint Vitus Pentagram und Trouble sowie der Band Candlemass besondere Bedeutung für die Verbreitung des Doom Metal als eigenständiges Genre zugesprochen,german
In Folge der Debütveröffentlichungen dieser vier Gruppen in den Jahren von bis erfuhr die Musik erhöhte Aufmerksamkeit und wurde zunehmend als zusammenhängendes Genre rezipiert,german
In Abgrenzung zum ProtoDoom prägte das USamerikanische Dreigespann später das Subgenre Traditional Doom und Candlemass den Epic Doom,german
Ab dem Ende der er Jahre entstanden weitere Folge und CrossoverStile die die Wahrnehmung des Doom Metal nachhaltig prägten und das Verständnis der Stilrichtung als breit gefächertes Musikspektrum erweiterten,german
Viele neue und bereits aktive Interpreten des Doom Metal wurden nachkommend populärer,german
Das DoomMetalSpektrum zeichnet sich durch Gemeinsamkeiten in Publikum Vergemeinschaftung Spielweise Inhalt und Ästhetik aus,german
In der Anhängerschaft des Genres entstand in dieser Zeit eine kulturelle Gemeinschaft als Teilströmung der MetalSzene mit Überschneidungen zum Punk,german
Dabei entwickelten sich in der DoomMetalAnhängerschaft eigene Unternehmen Veranstaltungen und Modeaspekte die den Doom Metal und seine Fans von der allgemeinen MetalSzene separieren,german
Doom Metal weist als Stil Genre und Kultur eine jahrzehntelange Historie auf,german
Dabei blieb der Stil in den frühen Jahren eine unbenannte Teilmenge des Hard Rock und Heavy Metal und konnte sich nach ersten Erfolgen Namensgebung und internationaler Verbreitung in den erJahren nur langsam als eigenständiges Genre und autarke Szene etablieren,german
Seit den erJahren gab es erste Aktivitäten von Bands deren Musik sich für den Doom Metal als wegweisend erwies,german
Die Musik und SzeneStrömung um den Doom Metal formierte sich aber erst Jahre später,german
In den erJahren wurden rückblickend Interpreten wie Blue Cheer Iron Butterfly und Arzachel als Vorläufer benannt,german
Als frühe Vertreter des damals noch unbenannten Genres werden seither Black Widow Bedemon und Pentagram gewertet,german
Musikjournalisten und Genrechronisten wie der britische Garry SharpeYoung der amerikanische J,german
Anselmi oder der russische Aleksey Evdokimov heben einheitlich Black Sabbath als zentralen Wendepunkt in der Entstehung des Doom Metal hervor,german
Die ersten vier Alben der Band gelten als initiale Veröffentlichungen des prototypischen Doom Metal sowie als musikalischer Grundstein des gesamten Genrespektrums,german
Mit den Alben Black Sabbath Paranoid Master of Reality und Black Sabbath Vol,german
gestaltete die Band gemäß SharpeYoung in ihrer Urbesetzung bestehend aus Tony Iommi Geezer Butler Ozzy Osbourne und Bill Ward von bis die wesentlichen Züge des Doom Metal,german
Anselmi führte aus dass Black Sabbath „Pionierarbeit im Genre leisteten indem sie eine auf Blues basierende Musik im „Schneckentempo und durch donnernde Verstärker schickten,german
Anfangs nicht als eigenständiger Stil wahrgenommen sondern als Hard Rock tituliert entstand der Doom Metal in der UrPhase des Metal,german
Während rückblickend Interpreten des gleichen Zeitraums wie Deep Purple Led Zeppelin Alice Cooper Kiss oder Motörhead als maßgeblich für die Entwicklung von Stilen wie New Wave of British Heavy Metal Speed Metal Glam Metal und Power Metal gelten legte Black Sabbath besonders den Grundstein für den Doom Metal,german
Als weitere für den Doom Metal wegweisende Veröffentlichung nach den ersten vier Alben von Black Sabbath gelten die von Pentagram zu Beginn der erJahre veröffentlichten Singles,german
Frank „Skip Groff später eine der zentralen Persönlichkeiten der HardcorePunkSzene von Washington D,german
gründete eigens die Label Boffo Socko Records für die Veröffentlichung HurricaneEarth Flight und Gemini Records für Under My ThumbWhen the Screams Come,german
In der Zeit von Kritikern kaum beachtet und ohne kommerziellen Erfolg beeinflussten die Singles wichtige SzeneAkteure wie Scott Weinrich der The Obsessed gründete und später für Saint Vitus sang oder Lee Dorrian der Ende der erJahre Cathedral gründete und das Label Rise Above Records initiierte,german
Als weiterer Meilenstein in der Entwicklung zum Genre wird das Album Death Penalty von Witchfinder General aus dem Jahr betrachtet,german
„Musikalisch war die Platte deutlich hörbar von Black Sabbath beeinflusst kombinierte den Sound der Altmeister jedoch mit dem härteren und seinerzeit frischeren Sound der NWoBHM,german
Gelegentlich gilt das Album damit als „erstes wirkliches DoomMetalAlbum,german
Rückblickend wird diese Phase gelegentlich als ProtoDoom beschrieben und die Vertreter des Genres in diesem Zeitraum als ProtoDoomBands kategorisiert,german
Den finalen Anstoß zur Werdung eines eigenständigen Genres und einer Szene setzten vier Interpreten in der Mitte der erJahre,german
Musikjournalisten prägten für die Gruppen Trouble Pentagram und Saint Vitus Bezeichnungen wie die heilige Dreifaltigkeit des amerikanischen Doom Metals oder American Doom Trinity,german
Mit ihren erschienenen Debütalben Trouble Saint Vitus und Pentagram wird diesen Bands und Alben der Erfolg des Doom Metals und damit einhergehend die Etablierung einer ersten DoomMetalSzene im Verlauf der erJahre zugesprochen,german
Allerdings zumeist gemeinsam mit den Anfängen der schwedischen Band Candlemass und deren erste Alben Epicus Doomicus Metallicus und Nightfall,german
„Bis Trouble Pentagram Candlemass und Saint Vitus auftauchten wurde Black Sabbaths ursprünglicher träger heruntergestimmter HeavyMetalKlang nun ja einfach ‚Heavy Metal genannt und war unter dem überwältigenden Ansturm des Thrash größtenteils in den Mülleimer der Musikgeschichte verbannt worden,german
In den folgenden Jahren konnte Doom Metal kaum MainstreamErfolge erzielen wirkte sich jedoch kontinuierlich auf die Entwicklung des Metals und der MetalSzene aus,german
In der Wahrnehmung als Pendant des Speed und Thrash Metal festigte sich die Vorstellung von Doom Metal als Genre,german
Aufgrund einer oft lose antiautoritären und gegenkulturellen bis linksliberalen Attitüde der Anhänger und der gemeinsamen Nutzung von Auftrittsmöglichkeiten und Labeln stand die kleine um den Doom Metal existierende Szene kulturell und ökonomisch der Punk Hardcore und CrustPunkSzene nahe und begünstigte so nachfolgende kulturelle und musikalische Überschneidungen wie Sludge oder PostMetal,german
Innerhalb der MetalSzene erlangten in den er und erJahren nur relativ wenige DoomBands größere Bekanntheit,german
In den frühen erJahren etablierten sich weitere IndependentLabel wie Rise Above Records oder das Berliner Unternehmen Hellhound Records die sich auf Künstler des Doom Metals spezialisiert hatten und zum UndergroundErfolg des Genres beitrugen,german
Das laut Eigenbeschreibung „härteste Label der Welt Hellhound Records wurde durch den Verlag bekannter DoomBands wie Saint Vitus und The Obsessed populär prägte jedoch zugleich in den frühen erJahren die Wahrnehmung von Interpreten aus dem Bundesstaat Maryland und machte damit regionale Künstler wie Internal Void Iron Man Revelation Wretched und Unorthodox international bekannt,german
Hyperbolisch schrieb Garry SharpeYoung über das Label dass jede Band mit einer dem Bundesstaat zugehörigen Gruppe einen Vertrag von Hellhound bekam,german
Im Resultat sei eine Reihe Klassiker des Genres über das Label veröffentlicht worden,german
Über Rise Above Records debütierten indes international anerkannte Interpreten wie Electric Wizard Penance und Revelation,german
Zugleich beeinflusste der Doom Metal ab dem Ende der er und Beginn der erJahre eine Vielzahl neu entstehender CrossoverStile und Folgeerscheinungen welche wie Gothic Metal oder Stoner Doom mitunter kommerzielle Erfolge erzielen konnten,german
Schlüsselrollen dieser anfänglich als Doomcore zusammengefassten Entwicklung nahmen neben Black Flag unkonventionelle Interpreten wie The Melvins Godflesh und Boris ein,german
Aus dieser Entwicklung nahm der Doom Metal neben Thrash Metal und Black Metal eine Rolle als Katalysator der Entwicklung der MetalSzene dieser Zeit wahr,german
Zur Abgrenzung der neuen Spielformen wurden in dieser Phase auch Begrifflichkeiten für den originären Doom Metal geprägt,german
Der Einfluss des Doom Metal setzte sich in den erJahren in der Entwicklung von unter anderem Grunge Alternative Metal Sludge Stoner Rock und Stoner Doom fort und konnte mit Interpreten wie Soundgarden The Gathering Kyuss Queens of the Stone Age oder Type O Negative in abgewandelter Form Chart und MainstreamErfolge verbuchen,german
Zugleich bestand der originäre Doom Metal mit Bands wie Dawn of Winter aus Deutschland Electric Wizard aus Großbritannien Church of Misery aus Japan Count Raven aus Schweden oder Spiritus Mortis aus Finnland international fortwährend als UndergroundPhänomen weiter,german
Nach der Jahrtausendwende entstanden mit Doom Shall Rise den Dutch Doom Days oder dem Malta Doom Metal Fest speziell auf den Doom Metal und seine Subströmungen hin ausgerichtete Festivals die der kleinen Szeneströmung als Anlaufpunkte dienten,german
Seither wurden diese ersten Festivals mit dem Roadburn Festival dem Hammer of Doom und diversen weiteren Veranstaltungen ergänzt,german
com existiert seit den frühen ern neben den Veranstaltungen und den diversen Labeln ein langlebiges Webzine das sich ausschließlich dem Spektrum des Doom Metal widmet,german
Fanzines wie das Doom Metal Front trugen ebenfalls zur breiten Vernetzung der Szene bei,german
Zeitnah zu den ersten Festivals und der Etablierung des Webzines kam es mit Interpreten wie Reverend Bizarre Witchcraft und Blood Ceremony zu einem Revival des Genres,german
Insbesondere Reverend Bizarre gilt rückblickend als Initiator des Revivals,german
Dieses Revival führte zu einer Fülle neuer Interpreten und einer erhöhten Aufmerksamkeit innerhalb der MetalSzene,german
Szenemagazine wie das Decibel und das Deaf Forever widmeten sich in den er und erJahren dem Genre mit Specials,german
Neben weiteren Hybridisierungen zum Beispiel durch Orthodox und Messa mit JazzVariationen durch Baroness und Oceans of Slumber mit Progressive Rock durch Exulansis und Blóð mit unterschiedlichen Facetten des PostBlackMetal oder durch Sinistro mit dem portugiesischen Fado blieb der originäre Stil mit Gruppen wie The Gates of Slumber Beelzefuzz und Mandibulla nach der Jahrtausendwende fortwährend beständig,german
Indes trugen Interpreten wie Pallbearer Ghost und Lucifer zum Teil massenkompatible Varianten eines auf Doom Metal aufbauenden Stils erneut in den Mainstream,german
Unter dem Einfluss des Hard und PsychedelicRock und dem gemeinsamen Interessen an Okkultismus Horrorliteratur und Horrorfilmen Cannabis sowie psychedelischer Kunst und Außenseitertum weisen viele der dem Genre zugerechneten Interpreten neben der obligatorisch ähnlichen Musik thematische und ästhetische Gemeinsamkeiten auf,german
Durch genretypische Elemente wie Reduzierung des Tempos und stark verzerrtes und tief gestimmtes Gitarrenspiel hebt sich der Doom Metal von anderen populäreren MetalGenres ab,german
Orientiert an den ersten vier Alben von Black Sabbath entstand Doom Metal parallel zum Heavy Metal als düstere und langsame Variante des frühen Hard Rock mit schweren und langsamen Gitarrenriffs,german
Entsprechend der ikonischen GenreVorlage durch die frühen Black Sabbath sind Elemente aus Psychedelic Blues und Hard Rock für den Doom Metal wesentlich,german
Ein „warmes und breites Klangbild mit „erdigen Gitarren und klarem Gesang gilt als genretypisch,german
Virtuosität ist gegenüber Groove und Rhythmusgefühl nachrangig,german
Das zur Beschreibung des Gesangs und der Musik oft bemühte Bild vom „erdigen Klang steht dabei synonym für ein natürliches und warmes sowie düsteres kraftvolles und atmosphärisches Klangbild von überwiegend tiefen Frequenzen,german
So definierten frühe Interpreten und Vorreiter mit der Verwendung stark verzerrter EGitarren extremer Lautstärke langsamen Tempi MollKompositionen und des TritonusMustern die Grundmuster des prototypischen und traditionellen Doom Metal,german
Der Aufbau der Songs blieb dabei meist in einem klassischen und leicht zugänglichen StrophenRefrainSchema der Pop und Rockmusik bei einem als einfach geltendem Takt gehalten,german
DoomGitarristen nutzten dabei überwiegend Röhrenverstärker wobei Modelle aus der Entstehungszeit des Genres besonders beliebt sind da ihr Klang als weich voll und warm gilt,german
BiAmping das Koppeln von Verstärkern sowie die Nutzung von Bassverstärkern ist im Genre zur Verdichtung des Klangs gebräuchlich,german
In Länge gezogene Sustain Ausschwingen der klangerzeugenden Gitarrensaiten werden ebenso im Doom Metal genutzt,german
Der Gesang wird häufig in stilistischer Anlehnung an Hard und Bluesrock als einfach gehaltener Klargesang dargebracht,german
Typische und prägende Vertreter waren dabei Ozzy Osbourne Scott Weinrich Eric Wagner Bobby Liebling Pentagram und Scott Reagers Saint Vitus,german
Von dem sonst als aggressiv und energiegeladen geltenden Metal unterscheidet sich der Doom Metal hinzukommend durch seine vornehmlich schwermütige Stimmung,german
Über die musikalischen Eigenheiten als MetalGenre ist Doom Metal atmosphärisch von „Schwere Dunkelheit Traurigkeit Depression und Melancholie geprägt wodurch das Genre „eine dunkle und grüblerische Atmosphäre ausstrahlt die in dieser Intensität in keinem anderen Genre des Metal liegt,german
Trotz der Wahrnehmung als zusammenhängender Stil wurde mit dem Doom Metal kein enges und geschlossenes lyrisches Themenfeld verbunden wohl aber häufige inhaltliche Gemeinsamkeiten über die sich vage Kernmotive herleiten lassen,german
In dem divergenten Themenfundus des Doom Metal werden so häufig Topoi wie melancholische Geschichten Lebensberichte speziell Außenseitergeschichten Drogenerfahrungen Okkultismus und Horror bemüht,german
Die Emotionen Hoffnungslosigkeit Angst und Trauer werden dabei als oft mitschwingende inhaltliche Kernmotive des Genres betrachtet,german
Der Musikjournalist und Sachbuchautor Jon Wiederhorn führte in einem für Bandcamp verfassten historischen Abriss der Stilentwicklung den Themenfundus des Doom Metal über die Entwicklung des gesamten DoomMetalSpektrums aus,german
im PostMetal oder Sludge und musikalisch komplexe Variationen z,german
der so genannte Progressive Sludge von Baroness und Mastodon,german
Solche stilistischen Entwicklungen haben beigetragen das Genre von einer Generation zur nächsten zu bewahren,german
Doch auch ohne die musikalische Entwicklung erscheint Doom Metal beständig denn Angst und Trauer sind universell und Musiker werden immer davon angezogen universelle Gefühle von Wut Hoffnungslosigkeit Angst und Trauer auszudrücken,german
Ursächlich für die inhaltliche Gewichtung gilt eine Reaktion ausgehend von der Desillusionierung hinsichtlich der HippieSzene in der Entstehungsphase des Genres,german
In Bezug auf spirituelle Einflüsse Vorstellungen von Gemeinschaft und Frieden fand eine dialektische Abkehr von den Idealen der HippieSzene statt woraufhin bereits früh Lieder entstanden die den Konsum und Missbrauch von Drogen behandelten sowie besonders pessimistische Stücke über Krieg und Gewalt,german
Auch religiöse Themen werden als potentielle Quelle für Texte und Ideen angesehen,german
Missionarische oder dogmatische Texte sind dabei kaum gegeben,german
So sind trotz des thematischen Hangs zum Okkultismus mit Gruppen wie Trouble und Place of Skulls Interpreten mit christlichen Inhalten Teil des DoomSpektrums,german
Doch auch die religiösen Texte sind überwiegend persönlich und auf Erfahrungen von Liebe Schmerz Trauer Glaubensverlust und Ähnliches gerichtet,german
Verweise auf Horrorliteratur und filme Okkultismus und Hexerei sind bereit vielfach Teil der Namensgebung im Doom Metal und werden hinzukommend gestalterisch häufig aufgenommen,german
Eine besondere Rolle im HorrorInteresse im Doom Metal nehmen HammerFilme ebenso wie das Werk von H,german
Sein Werk und der CthulhuMythos gelten als gängiger lyrischer Themenfundus des Genres,german
Namensschriftzüge nehmen wie im Metal insgesamt eine bedeutende Rolle in der Vergemeinschaftungspraxis der Kultur um den Doom Metal ein,german
Dabei ist die Gestaltung solcher Schriftzüge gegenüber anderen Stilen des MetalSpektrums weniger aufwendig und fußt wie die gesamte Szene auf dem Hard und PsychedelicRock,german
In den Folgeerscheinungen des traditionellen Doom Metal kann dieses Stereotyp aufgehoben sein,german
Stilprägend für die schriftbildliche Darstellung der Interpretennamen waren erneut die frühen und ursprünglichen Vertreter des Genres Saint Vitus Pentagram Trouble Candlemass und Black Sabbath,german
